year, daya, temperature, temperature_High(invalid), psnsun_cpool, psnsun_cpool_High(invalid), psnshade_cpool, psnshade_cpool_High(invalid), carbon limited, carbon limited Per(invalid)
0, 273, 8.851, 8.851, 0.00121871, 0, 3.45886e-05, 0, 0, -1
0, 274, 10.6195, 10.6195, 0.00143995, 0, 4.14486e-05, 0, 0, -1
0, 275, 10.019, 10.019, 0.00136404, 0, 3.71109e-05, 0, 0, -1
0, 276, 11.014, 11.014, 0.00136365, 0, 3.59921e-05, 0, 0, -1
0, 277, 9.4645, 9.4645, 0.000744591, 0, 1.62419e-05, 0, 0, -1
0, 278, 4.985, 4.985, 0.000821972, 0, 1.73569e-05, 0, 0, -1
0, 279, 5.23, 5.23, 0.000885022, 0, 1.79613e-05, 0, 0, -1
0, 280, 6.2585, 6.2585, 0.000720723, 0, 1.50968e-05, 0, 0, -1
0, 281, 5.489, 5.489, 0.000519726, 0, 8.11437e-06, 0, 0, -1
0, 282, 7.607, 7.607, 0.000786822, 0, 1.21403e-05, 0, 0, -1
0, 283, 9.336, 9.336, 0.000696928, 0, 1.01964e-05, 0, 0, -1
0, 284, 9.4655, 9.4655, 0.000585394, 0, 7.18351e-06, 0, 0, -1
0, 285, 9.315, 9.315, 0.000494686, 0, 4.62339e-06, 0, 0, -1
0, 286, 8.848, 8.848, 0.000373657, 0, 2.66092e-06, 0, 0, -1
0, 287, 5.091, 5.091, 0.000167289, 0, 7.59084e-07, 0, 0, -1
1, 122, 5.105, 5.105, 4.31191e-05, 0, 3.49631e-08, 0, 0, -1
1, 123, 6.774, 6.774, 7.22957e-05, 0, 1.37058e-07, 0, 0, -1
1, 124, 6.0675, 6.0675, 0.000115494, 0, 2.66261e-07, 0, 0, -1
1, 125, 5.8855, 5.8855, 0.000155683, 0, 4.64495e-07, 0, 0, -1
1, 126, 3.135, 3.135, 0.000142877, 0, 5.05957e-07, 0, 0, -1
1, 127, 6.4795, 6.4795, 0.000267942, 0, 1.2209e-06, 0, 0, -1
1, 128, 7.4115, 7.4115, 0.000308026, 0, 1.63191e-06, 0, 0, -1
1, 129, 10.788, 10.788, 0.000397021, 0, 2.43693e-06, 0, 0, -1
1, 130, 8.707, 8.707, 0.000454657, 0, 3.15354e-06, 0, 0, -1
1, 131, 5.4595, 5.4595, 0.000367037, 0, 2.73458e-06, 0, 0, -1
1, 132, 3.008, 3.008, 0.00029743, 0, 2.21338e-06, 0, 0, -1
1, 133, 2.2905, 2.2905, 0.000332208, 0, 2.81924e-06, 0, 0, -1
1, 134, 2.1685, 2.1685, 0.000362437, 0, 3.26883e-06, 0, 0, -1
1, 135, 2.2015, 2.2015, 0.000390985, 0, 4.01351e-06, 0, 0, -1
1, 136, 4.784, 4.784, 0.000442852, 0, 4.97719e-06, 0, 0, -1
1, 137, 5.24, 5.24, 0.000589044, 0, 6.34872e-06, 0, 0, -1
1, 138, 4.1105, 4.1105, 0.000485024, 0, 5.55924e-06, 0, 0, -1
1, 139, 4.776, 4.776, 0.000536309, 0, 6.22761e-06, 0, 0, -1
1, 140, 4.6365, 4.6365, 0.000555619, 0, 6.83964e-06, 0, 0, -1
1, 141, 7.279, 7.279, 0.000722658, 0, 1.04714e-05, 0, 0, -1
1, 142, 7.449, 7.449, 0.00071944, 0, 1.20205e-05, 0, 0, -1
1, 143, 9.19, 9.19, 0.000869356, 0, 1.23126e-05, 0, 0, -1
1, 144, 11.4355, 11.4355, 0.00102891, 0, 1.66247e-05, 0, 0, -1
1, 145, 12.7935, 12.7935, 0.000975027, 0, 1.6876e-05, 0, 0, -1
1, 146, 13.937, 13.937, 0.00104106, 0, 1.89219e-05, 0, 0, -1
1, 147, 11.5815, 11.5815, 0.00106603, 0, 1.84701e-05, 0, 0, -1
1, 148, 13.911, 13.911, 0.00109216, 0, 2.04949e-05, 0, 0, -1
1, 149, 14.762, 14.762, 0.00103469, 0, 1.91624e-05, 0, 0, -1
1, 150, 11.987, 11.987, 0.00109645, 0, 1.95851e-05, 0, 0, -1
1, 151, 11.197, 11.197, 0.00112119, 0, 2.04073e-05, 0, 0, -1
1, 152, 13.443, 13.443, 0.00106541, 0, 1.92639e-05, 0, 0, -1
1, 153, 11.8625, 11.8625, 0.00112726, 0, 2.08509e-05, 0, 0, -1
1, 154, 4.971, 4.971, 0.000562603, 0, 9.55219e-06, 0, 0, -1
1, 155, 6.3805, 6.3805, 0.000896171, 0, 1.61344e-05, 0, 0, -1
1, 156, 7.7045, 7.7045, 0.00109846, 0, 2.07896e-05, 0, 0, -1
1, 157, 9.5125, 9.5125, 0.00121511, 0, 2.39389e-05, 0, 0, -1
1, 158, 10.157, 10.157, 0.00130931, 0, 2.68784e-05, 0, 0, -1
1, 159, 12.526, 12.526, 0.00145317, 0, 3.22996e-05, 0, 0, -1
1, 160, 13.4215, 13.4215, 0.00143944, 0, 3.22133e-05, 0, 0, -1
1, 161, 14.699, 14.699, 0.00138392, 0, 3.08109e-05, 0, 0, -1
1, 162, 12.8885, 12.8885, 0.00124023, 0, 2.61589e-05, 0, 0, -1
1, 163, 13.512, 13.512, 0.00122074, 0, 2.59087e-05, 0, 0, -1
1, 164, 14.902, 14.902, 0.00142226, 0, 3.27166e-05, 0, 0, -1
1, 165, 16.5445, 16.5445, 0.00145287, 0, 3.54014e-05, 0, 0, -1
1, 166, 15.567, 15.567, 0.00139764, 0, 3.24078e-05, 0, 0, -1
1, 167, 14.645, 14.645, 0.00138557, 0, 3.18497e-05, 0, 0, -1
1, 168, 16.7855, 16.7855, 0.00141607, 0, 3.43371e-05, 0, 0, -1
1, 169, 12.9695, 12.9695, 0.00128269, 0, 2.85583e-05, 0, 0, -1
1, 170, 12.811, 12.811, 0.00150948, 0, 3.59946e-05, 0, 0, -1
1, 171, 11.453, 11.453, 0.00128775, 0, 2.87174e-05, 0, 0, -1
1, 172, 13.2515, 13.2515, 0.00145878, 0, 3.45076e-05, 0, 0, -1
1, 173, 9.648, 9.648, 0.00113692, 0, 2.47314e-05, 0, 0, -1
1, 174, 9.548, 9.548, 0.00123568, 0, 2.74338e-05, 0, 0, -1
1, 175, 11.2735, 11.2735, 0.00172757, 0, 4.5014e-05, 0, 0, -1
1, 176, 14.6435, 14.6435, 0.00153109, 0, 3.93148e-05, 0, 0, -1
1, 177, 15.001, 15.001, 0.0014188, 0, 3.46126e-05, 0, 0, -1
1, 178, 13.365, 13.365, 0.00150595, 0, 3.68289e-05, 0, 0, -1
1, 179, 13.9385, 13.9385, 0.00148923, 0, 3.6517e-05, 0, 0, -1
1, 180, 13.8365, 13.8365, 0.00143499, 0, 3.47355e-05, 0, 0, -1
1, 181, 15.0425, 15.0425, 0.00129006, 0, 3.05127e-05, 0, 0, -1
1, 182, 14.1385, 14.1385, 0.00141847, 0, 3.44724e-05, 0, 0, -1
1, 183, 16.7915, 16.7915, 0.00154517, 0, 3.9718e-05, 0, 0, -1
1, 184, 16.694, 16.694, 0.00136867, 0, 3.34298e-05, 0, 0, -1
1, 185, 16.8705, 16.8705, 0.00147515, 0, 3.83855e-05, 0, 0, -1
1, 186, 16.9155, 16.9155, 0.00159654, 0, 4.37048e-05, 0, 0, -1
1, 187, 16.711, 16.711, 0.00158789, 0, 4.26363e-05, 0, 0, -1
1, 188, 16.064, 16.064, 0.00135965, 0, 3.37972e-05, 0, 0, -1
1, 189, 15.0615, 15.0615, 0.0013611, 0, 3.36293e-05, 0, 0, -1
1, 190, 14.92, 14.92, 0.00155762, 0, 4.29477e-05, 0, 0, -1
1, 191, 13.6835, 13.6835, 0.00132943, 0, 3.32316e-05, 0, 0, -1
1, 192, 13.0935, 13.0935, 0.00151423, 0, 3.93009e-05, 0, 0, -1
1, 193, 13.718, 13.718, 0.00150458, 0, 3.9314e-05, 0, 0, -1
1, 194, 15.6785, 15.6785, 0.00159166, 0, 4.43952e-05, 0, 0, -1
1, 195, 14.016, 14.016, 0.00129672, 0, 3.24061e-05, 0, 0, -1
1, 196, 11.374, 11.374, 0.00112724, 0, 2.718e-05, 0, 0, -1
1, 197, 12.013, 12.013, 0.00138259, 0, 3.49622e-05, 0, 0, -1
1, 198, 11.5755, 11.5755, 0.00123594, 0, 3.04959e-05, 0, 0, -1
1, 199, 13.841, 13.841, 0.00144812, 0, 3.77579e-05, 0, 0, -1
1, 200, 13.4895, 13.4895, 0.00157582, 0, 4.24631e-05, 0, 0, -1
1, 201, 13.1975, 13.1975, 0.00145952, 0, 3.82435e-05, 0, 0, -1
1, 202, 11.613, 11.613, 0.00137101, 0, 3.51161e-05, 0, 0, -1
1, 203, 12.9535, 12.9535, 0.00131413, 0, 3.36232e-05, 0, 0, -1
1, 204, 12.225, 12.225, 0.00126668, 0, 3.21526e-05, 0, 0, -1
1, 205, 12.5275, 12.5275, 0.00152144, 0, 4.07195e-05, 0, 0, -1
1, 206, 13.171, 13.171, 0.00151645, 0, 4.08319e-05, 0, 0, -1
1, 207, 14.8865, 14.8865, 0.00170101, 0, 4.89909e-05, 0, 0, -1
1, 208, 15.901, 15.901, 0.00161867, 0, 4.5761e-05, 0, 0, -1
1, 209, 14.077, 14.077, 0.00123783, 0, 3.21429e-05, 0, 0, -1
1, 210, 13.394, 13.394, 0.00128914, 0, 3.37272e-05, 0, 0, -1
1, 211, 13.93, 13.93, 0.00125556, 0, 3.28561e-05, 0, 0, -1
1, 212, 14.8495, 14.8495, 0.00148451, 0, 4.08569e-05, 0, 0, -1
1, 213, 12.765, 12.765, 0.0011816, 0, 3.06424e-05, 0, 0, -1
1, 214, 15.0005, 15.0005, 0.00147593, 0, 4.08022e-05, 0, 0, -1
1, 215, 13.318, 13.318, 0.000805374, 0, 2.02276e-05, 0, 0, -1
1, 216, 14.6225, 14.6225, 0.00168853, 0, 4.91855e-05, 0, 0, -1
1, 217, 11.143, 11.143, 0.000771455, 0, 1.93824e-05, 0, 0, -1
1, 218, 12.6085, 12.6085, 0.00136568, 0, 3.6818e-05, 0, 0, -1
1, 219, 12.91, 12.91, 0.00159567, 0, 4.51158e-05, 0, 0, -1
1, 220, 13.4495, 13.4495, 0.00145794, 0, 4.03631e-05, 0, 0, -1
1, 221, 13.809, 13.809, 0.00146086, 0, 4.06752e-05, 0, 0, -1
1, 222, 14.724, 14.724, 0.00166895, 0, 4.90637e-05, 0, 0, -1
1, 223, 15.4305, 15.4305, 0.00185471, 0, 5.78922e-05, 0, 0, -1
1, 224, 15.142, 15.142, 0.00167853, 0, 5.07594e-05, 0, 0, -1
1, 225, 14.233, 14.233, 0.00147459, 0, 4.23093e-05, 0, 0, -1
1, 226, 12.6265, 12.6265, 0.00101115, 0, 2.70035e-05, 0, 0, -1
1, 227, 11.271, 11.271, 0.00144316, 0, 4.07342e-05, 0, 0, -1
1, 228, 11.9275, 11.9275, 0.00131061, 0, 3.64287e-05, 0, 0, -1
1, 229, 11.007, 11.007, 0.00122457, 0, 3.36593e-05, 0, 0, -1
1, 230, 10.799, 10.799, 0.00123589, 0, 3.40951e-05, 0, 0, -1
1, 231, 11.396, 11.396, 0.00123917, 0, 3.43371e-05, 0, 0, -1
1, 232, 11.5795, 11.5795, 0.00163225, 0, 4.84166e-05, 0, 0, -1
1, 233, 12.199, 12.199, 0.00159511, 0, 4.72413e-05, 0, 0, -1
1, 234, 11.803, 11.803, 0.00145762, 0, 4.2155e-05, 0, 0, -1
1, 235, 11.8955, 11.8955, 0.00137233, 0, 3.96309e-05, 0, 0, -1
1, 236, 10.957, 10.957, 0.00167024, 0, 5.11312e-05, 0, 0, -1
1, 237, 9.8815, 9.8815, 0.00124752, 0, 3.54583e-05, 0, 0, -1
1, 238, 12.0865, 12.0865, 0.00163305, 0, 5.00748e-05, 0, 0, -1
1, 239, 13.26, 13.26, 0.00186397, 0, 6.16979e-05, 0, 0, -1
1, 240, 14.171, 14.171, 0.00187238, 0, 6.28328e-05, 0, 0, -1
1, 241, 14.6615, 14.6615, 0.00192561, 0, 6.63357e-05, 0, 0, -1
1, 242, 14.1565, 14.1565, 0.00180631, 0, 5.95243e-05, 0, 0, -1
1, 243, 12.3615, 12.3615, 0.00151306, 0, 4.59768e-05, 0, 0, -1
1, 244, 11.207, 11.207, 0.00129725, 0, 3.79714e-05, 0, 0, -1
1, 245, 10.9535, 10.9535, 0.00131526, 0, 3.85414e-05, 0, 0, -1
1, 246, 11.5115, 11.5115, 0.00156274, 0, 4.76908e-05, 0, 0, -1
1, 247, 11.853, 11.853, 0.00174176, 0, 5.5363e-05, 0, 0, -1
1, 248, 11.4235, 11.4235, 0.00188046, 0, 6.20088e-05, 0, 0, -1
1, 249, 10.635, 10.635, 0.00197432, 0, 6.6967e-05, 0, 0, -1
1, 250, 10.9125, 10.9125, 0.00188292, 0, 6.48914e-05, 0, 0, -1
1, 251, 11.4325, 11.4325, 0.00184027, 0, 6.15711e-05, 0, 0, -1
1, 252, 11.265, 11.265, 0.00177507, 0, 5.63081e-05, 0, 0, -1
1, 253, 10.637, 10.637, 0.00170896, 0, 5.29415e-05, 0, 0, -1
1, 254, 11.38, 11.38, 0.00155084, 0, 4.62633e-05, 0, 0, -1
1, 255, 12.389, 12.389, 0.00176255, 0, 5.54993e-05, 0, 0, -1
1, 256, 11.8295, 11.8295, 0.00168159, 0, 5.1298e-05, 0, 0, -1
1, 257, 9.659, 9.659, 0.00127689, 0, 3.54425e-05, 0, 0, -1
1, 258, 9.785, 9.785, 0.00139754, 0, 3.95907e-05, 0, 0, -1
1, 259, 9.4985, 9.4985, 0.0011123, 0, 2.97273e-05, 0, 0, -1
1, 260, 11.7665, 11.7665, 0.0015148, 0, 4.35966e-05, 0, 0, -1
1, 261, 11.9205, 11.9205, 0.00150484, 0, 4.28416e-05, 0, 0, -1
1, 262, 11.482, 11.482, 0.00141405, 0, 3.87658e-05, 0, 0, -1
1, 263, 12.2875, 12.2875, 0.00153529, 0, 4.34446e-05, 0, 0, -1
1, 264, 12.737, 12.737, 0.00152862, 0, 4.29093e-05, 0, 0, -1
1, 265, 10.355, 10.355, 0.00126376, 0, 3.19247e-05, 0, 0, -1
1, 266, 9.7725, 9.7725, 0.00119314, 0, 2.91215e-05, 0, 0, -1
1, 267, 12.4555, 12.4555, 0.00132413, 0, 3.3919e-05, 0, 0, -1
1, 268, 11.2425, 11.2425, 0.00121157, 0, 2.91506e-05, 0, 0, -1
1, 269, 13.275, 13.275, 0.00123998, 0, 3.00079e-05, 0, 0, -1
1, 270, 12.407, 12.407, 0.00122879, 0, 2.89203e-05, 0, 0, -1
